Job Title,Job Title Clean
"Manager, Service Delivery, Data Centre",Manager
Associate Engineer (IP Network),Associate Engineer
IT Specialist (Application),It Specialist
IT hardware technician (Data Central) - TH,It Hardware Technician
IT Engineer (Vessel Technology),It Engineer
Project Engineer,Project Engineer
Civil Engineer,Civil Engineer
Senior Enterprise Continuous Improvement Office Executive,Senior Enterprise Continuous Improvement Office Executive
Facilities Senior/ Engineer,Facilities Senior/ Engineer
Technical Support Engineering Assistant,Technical Support Engineering Assistant
Site Service Technician,Site Service Technician
Assistant Electrical Engineer [PLC],Assistant Electrical Engineer [Plc
Engineering Assistant,Engineering Assistant
Electrical Engineer (Entry level candidates welcome) - DSC/EZ,Electrical Engineer (Entry Level Candidates
"Engineer, Service (Training)",Engineer
Field Service Engineer - Air Compressor,Field Service Engineer - Air Compressor
Technician,Technician
Automotive Service Advisor – Electric Vehicle BYD,Automotive Service Advisor
Assistant Engineer (Entry Level / Wafer Chips),Assistant Engineer
Electrical Engineer,Electrical Engineer
Process Engineer,Process Engineer
"Staff Engineer, Systems Design",Staff Engineer
Service Engineer (Cranes),Service Engineer
Facilities Engineer,Facilities Engineer
"Assistant Engineer, Biomedical Engineering (Permanent/Contract)",Assistant Engineer
Service Engineer (Labtec Equipment),Service Engineer
Maintenance Technician,Maintenance Technician
Assistant/Electrical Design Engineer (Transformer),Assistant/Electrical Design Engineer
MECHANICAL DESIGN ENGINEER,Mechanical
Process Engineer (Assembly),Process Engineer
Service Engineer,Service Engineer
Technician - M Hotel Singapore,Technician - M Hotel Singapore
Process and Automation Engineer,Process
Industrial Engineer,Industrial Engineer
Site Engineer,Site Engineer
"Assistant Engineer, Rail Power [NEL / SPLRT]",Assistant Engineer
Engineering Officer,Engineering Officer
Project Engineer,Project Engineer
Engineer,Engineer
"Technician (Trainee), No Experience Required",(Trainee
Assistant/Electrical Design Engineer (Switchgear),Assistant/Electrical Design Engineer
Drafter,Drafter
Assistant Project Engineer,Assistant Project Engineer
Associate Engineer'*,Associate Engineer
Technical Officer,Technical Officer
Engineering Manager,Engineering Manager
Service Engineer - Equipment,Service Engineer - Equipment
Project Engineer,Project Engineer
Radar Engineer (Entry Level)  - GC,Radar Engineer
Process Development Engineer,Process Development Engineer
Test Engineering Support,Test Engineering Support
"Manager, Facilities Mgmt",Manager
Process Technician (12 hours shift) (Chemical MNC / Jurong Island) #WorkNow,Process Technician
LRT Power - Assistant Manager,Lrt Power - Assistant Manager
M&E CAD Designer/Drafter,M&E Cad Designer/Drafter
drafter,Drafter
Associate Engineer (Junior / Senior Level),Associate Engineer
Maintenance Engineer,Maintenance Engineer
ISEP Engineer (Safety),Isep Engineer
Field Service Engineer (Press Printer),Field Service Engineer
"Engineer, Data Centre Facilities",Engineer
Civil engineer cum PE assignee,Civil Engineer Cum Pe
"Electrical Engineer, Data Centre - #catalystWSP",Electrical Engineer
"Quality Assurance Engineer (Aerospace), $4000-6000, East area",Quality Assurance Engineer
Associate Engineer*,Associate Engineer
"Operations Engineer, Data Centre - #catalystWSP",Operations Engineer
"Engineering Officer, CNOC",Engineering Officer
"Manager, Operations",Manager
Engineer,Engineer
Site Engineer (LTA Project - Tunnel/MRT),Site Engineer
Senior Vice President,Senior Vice President
Trade Operations Associate,Trade Operations Associate
"Bank Credit Marketing Officer (Perm, Foreign Bank)",Bank Credit Marketing Officer
Assistant Trust Officer | Contract with MNC Bank ,Assistant Trust Officer | Contract
"Trade Finance Officer | Banking Exp, Perm",Trade Finance Officer | Banking Exp
Operations Analyst (Loan) -Banking Industry,(Loan
Compliance Officer,Compliance Officer
Bank Marketing Support Officer | Perm,Bank Marketing Support Officer | Perm
Banking Sales Consultant (Base Salary + Attractive Commission),Banking Sales Consultant
"Strategic Risk Manager, Ads",Strategic Risk Manager
Client Management Associate,Client Management Associate
Bank Teller | Contract,Bank Teller | Contract
Bank Teller (Island Wide/Basic Salary + Allowance/Training Provided),Bank Teller
"AVP, Corporate Finance",Corporate Finance
Dealer (Corporate and Institutional),Dealer
Leasing & Loans Operations analyst (12 months contract),Leasing & Loans Operations Analyst
#NAME?,#Name
Processing Officer (Banking/5 Days/Central/ ChargeBack),Processing Officer
5378 Loans Operations (1 year contract),5378 Loans Operations
Portfolio Manager,Portfolio Manager
Risk & Compliance (Insurance Sector/AML/Sanction Screening/$5.5K) (ID: 657576),Risk
"Associate, Client Coverage Group",Client Coverage Group
Business Analyst,Business Analyst
"Compliance Officer - Risk and Control  (Banking, Fixed 6 month contract)",Risk And Control
Immigration Administrative Executive / BASIC $2500-$3500/ 5 Day Work Week,Immigration Administrative Executive
Customer Service Coordinator cum purchaser,Customer Service Coordinator Cum Purchaser
Administration Executive (Copywriter),Administration Executive
Administrative Assistant,Administrative Assistant
Administrative Assistant/Admin Executive,Administrative Assistant/Admin Executive
Accounts / Admin Officer,Accounts
Business Administrative Executive,Business Administrative Executive
Temporary Admin Assistant,Temporary Admin Assistant
Admin Assistant,Admin Assistant
Customer Service Executive (Technical Department),Customer Service Executive
Admin Executive,Admin Executive
Administration Executive,Administration Executive
Administrative Assistant,Administrative Assistant
Office Administrator,Office Administrator
Executive Secretary,Executive Secretary
Administration Executive/Associate - Choa Chu Kang,Administration Executive/Associate - Choa Chu Kang
General Admin Support - WHOQ01/23,General Admin Support - Whoq01/23
Admin Executive,Admin Executive
Exam Unit Executive,Exam Unit Executive
DOCUMENT CONTROLLER,Document Controller
"Executive, Digital Operations (Post-Course)",Executive
Business Admin Executive,Business Admin Executive
Admin Assistant,Admin Assistant
Admin & HR Assistant,Admin
IT Stock Admin (No experience needed - Training provided ),It Stock Admin
Sales Support Executive,Sales Support Executive
Admin | Boon Lay | Up to $3000 | 5 Days #5252,Admin | Boon Lay
Admin Executive [School Setting / Up to $3500],Admin Executive
Customer Service Coordinator,Customer Service Coordinator
Personal Assistant,Personal Assistant
Sales and Project Support Executive,Sales
Inventory Coordinator,Inventory Coordinator
Executive Assistant |Govt | JO-25407,Executive Assistant |Govt |
Admin,Admin
Senior Executive (Operations),Senior Executive
Facilities and Office Administrator,Facilities And Office Administrator
Executive Support Manager - Project Management Office (Based in Jurong Island),Jurong Island
"Patient Service Associate Executive, Inpatient Billing (Contract for 3 years)",Patient Service Associate Executive
"Admin Assistant, STEMOS",Admin Assistant
Admin Executive,Admin Executive
Executive Assistant,Executive Assistant
Physiotherapy Assistant - Jurong West,Physiotherapy Assistant - Jurong West
Customer Service Officer,Customer Service Officer
Clinic Assistant,Clinic Assistant
Freelance Healthcare Assistant ($17-19/Hr)  #SEEKBetter,Freelance Healthcare Assistant
"Executive, Hospital Operations",Executive
Patient Service Office / Clinic Assistant,Patient Service Office / Clinic Assistant
"Health Care Assistant, Cardiac Laboratory",Health Care Assistant
Patient Service Officer (Tanjong Pagar),Patient Service Officer
Care Associate,Care Associate
Executive,Executive
Clinic Assistant,Clinic Assistant
Nursing Aide,Nursing Aide
Case Executive (CREST),Case Executive
"Engineer, Service (Medical Device)",Engineer
Clinic Assistant,Clinic Assistant
Research Assistant (Ref. GTN),Research Assistant
Operations Manager,Operations Manager
"Maintenance Engineer, Technical Services",Maintenance Engineer
"Executive, Operations (Surgery)",Executive
Medical Social Work Assistant,Medical Social Work Assistant
"Executive, Partnership Development",Executive
Social Work Associate (Youth Work),Social Work Associate
Veterinary Patient Care Assistant,Veterinary Patient Care Assistant
Clinic Assistant,Clinic Assistant
Process Technician (Pharma MNC/ Entry) #HZO,Process Technician
"Territory Manager, Hospital & Military",Territory Manager
Clinical Operations Senior/ Executive,Clinical Operations Senior/ Executive
Store Assistant (Pharmacy) | Outram Park | SGH | Up to $2100 | 5 days #5252,Outram Park
Contract Storekeeper (NHG Pharmacy),Contract Storekeeper
Manager (Crisis Planning & Operations),Manager
Business Office Associate,Business Office Associate
Pathology Assistant (Hospital/5.5 days office hours/Up to S$6K) (ID: 598309),Pathology Assistant
"Executive, Group Clinical Education",Executive
Clinical Research Coordinator (Upper GI and Bariatric Surgery),Clinical Research Coordinator
"Research Assistant - 1 year contract, Renewable",Research Assistant - 1 Year Contract
Associate Engineer (End User Support)- 1 year contract,Associate Engineer
Application Support Analyst,Application Support Analyst
IT Executive,It Executive
(Tech Support) IT Maintenance Engineer - DC,(Tech Support
IT Service Desk Support - 12 hrs shift,Service Desk Support
L1 Support Engineer (Firewall and Network),L1 Support Engineer
"IT Executive, Helpdesk Support",It Executive
"Associate Engineer, Service Desk",Associate Engineer
Junior RAN Engineer,Junior Ran Engineer
Technical Manager / Engineer,Technical Manager / Engineer
Network Engineer/ Senior Network Engineer,Network Engineer/ Senior Network Engineer
WPG IT Software Engineer,Wpg It Software Engineer
Cyber Security Engineer,Cyber Security Engineer
Business Process Analyst (1 Year Renewable Contract),Business Process Analyst
Junior Data Analyst (GOVT) | JO-25425,Junior Data Analyst
Solution Architect (Contract),Solution Architect
Desktop Support Engineer | Contract,Desktop Support Engineer | Contract
Pre-Sales Engineer / Manager (Networking),Pre-Sales Engineer / Manager
Application Infrastructure Engineer (Azure),Application Infrastructure Engineer
Executive - ERP Support,Executive - Erp Support
*Entry-level* QA Engineer | Manual | Software,Entry-Level
Presales Engineer / Manager (CCTV),Presales Engineer / Manager
"Engineer II, Software",Engineer Ii
Automation and Manual Tester,Automation
Assistant Service Engineer (Customer Service),Assistant Service Engineer
Assistant Service Engineer (Automation),Assistant Service Engineer
"Mechanical Engineer, Regional (Manufacturing / Semicon)",Mechanical Engineer
Automation Engineer,Automation Engineer
ASSISTANT ENGINEER | UP TO $2800 ++ | AWS + BONUS | CHANGI AIRPORT,Assistant Engineer
Technician/ Assistant Engineer (Electrical/ Mechanical/ Marine) | 5 Days,Assistant Engineer
Drafter (Electrical),Drafter
Project Engineer (Outdoor),Project Engineer
Mechanical Engineer (R&D),Mechanical Engineer
Field Service Technician (Manufacturing | No Exp is Required),Field Service Technician
Maintenance Technician,Maintenance Technician
BIM Modeller,Bim Modeller
SITE ENGINEER,Site Engineer
Precast Engineer,Precast Engineer
Assistant Service Engineer/Technician,Assistant Service Engineer/Technician
Technical Support Engineer,Technical Support Engineer
Assistant Project Engineer [Entry Level] - West,Assistant Project Engineer [Entry Level
Industrial Quality Engineer,Industrial Quality Engineer
Repair Engineer,Repair Engineer
Diffusion Process Engineer,Diffusion Process Engineer
Assistant Application Engineer [Training Provided],Assistant Application Engineer
Quality Process Senior Technical Specialist,Quality Process Senior Technical Specialist
Fire Protection Engineer 【Maintenance / Project】,Fire Protection Engineer
Service Engineer,Service Engineer
Project Engineer,Project Engineer
Assistant Engineer | Electronics - HS,Assistant Engineer | Electronics - Hs
Project Engineer (Ground Improvement),Project Engineer
MEP Engineer,Mep Engineer
Senior Process Engineer (Etch Packaging),Senior Process Engineer
Asst Engineer - CCTV/Quantifying (FULL TRAINING PROVIDED) - Up to $3700 + Bonus,Asst Engineer - Cctv/Quantifying
Mechanical Design Engineer / AutoCAD / Sheet Metal / 5 days,Mechanical Design Engineer
Drafter,Drafter
ACMV Engineer (Facilities),Acmv Engineer
Service Engineer (Fresh Grads Welcome),Service Engineer
Service Technician/Engineer | 0 experience welcome | Loyang (Company transport),|
COSTING ENGINEER,Engineer
Electrical Technician (LEW),Electrical Technician
Planning Engineer,Planning Engineer
Service Engineer  - Transformers,Service Engineer  - Transformers
Service Manager,Service Manager
Technician (Weapon Maintenance / Equipment),(Weapon Maintenance / Equipment
Active Alignment Process Engineer,Active Alignment Process Engineer
Facility Project Manager (Semiconductor),Facility Project Manager
Service Technician (CCTV/Security)-Have OWN TRANSPORT- Up to $4300 GROSS,Service Technician
